timestamp,height,width,door_number,entrance_exit,parking_spot
2023-06-27 12:53:11.654536,12.024231795401926,48.37607769816531,2,False,87
2023-08-12 12:53:11.656519,13.200604817892856,42.71379672984334,5,False,385
2023-07-01 12:53:11.658518,14.242162418773034,53.01959647981498,2,False,337
2023-07-17 12:53:11.660519,18.34808024976352,59.25361431526064,3,False,445
2023-06-28 12:53:11.663025,18.842284024771196,41.058199428690465,5,False,363
2023-07-04 12:53:11.665032,31.65025042638535,53.99708927118744,6,False,295
2023-07-11 12:53:11.668030,15.283323444170833,48.997389963781416,2,False,144
2023-08-14 12:53:11.670032,29.562894489715113,63.49211932652469,4,False,36
2023-08-13 12:53:11.672034,25.199851306394795,44.08474991820201,3,False,298
2023-05-21 12:53:11.674033,23.719914061152526,53.184347696155555,3,False,468
2023-05-14 12:53:11.676033,15.496723424255837,50.3291486053523,5,False,215
2023-07-26 12:53:11.678034,20.860021256702108,57.308889253196796,2,False,136
2023-07-29 12:53:11.680032,11.97651087777325,41.85349179250998,1,False,16
2023-07-25 12:53:11.682048,10.562418690692388,64.44643837587591,1,False,418
2023-05-30 12:53:11.684030,21.806301032390436,47.68902779485472,6,False,329
2023-08-15 12:53:11.686033,18.332241872955684,62.72646052514684,2,False,90
2023-07-15 12:53:11.688034,24.657608937225046,39.62531416252261,4,False,216
2023-05-25 12:53:11.691034,20.788737236016363,52.729428837481876,4,False,464
2023-06-17 12:53:11.693033,24.37442000033596,41.555273187935214,5,False,256
2023-07-22 12:53:11.695031,21.228757363073065,55.22201220477217,2,False,293
2023-08-06 12:53:11.698033,21.17890162140345,46.99866690326717,1,False,37
2023-08-06 12:53:11.701035,19.07933693795562,45.70759106187285,3,False,138
2023-06-17 12:53:11.703032,14.592094097287514,50.24051927892274,4,False,28
2023-05-26 12:53:11.705034,14.444057271201345,51.158503815175095,6,False,112
2023-06-06 12:53:11.707055,19.20182207742178,42.10438768757257,3,False,192
2023-06-06 12:53:11.709035,24.18884223822086,56.09749431921756,5,False,424
2023-05-01 12:53:11.711033,21.853258200002795,49.59532668066184,1,False,379
2023-06-27 12:53:11.713032,25.537558115790475,29.77822055062844,3,False,65
2023-05-26 12:53:11.715031,16.201694283499798,36.387745348213386,1,False,228
2023-07-18 12:53:11.718031,22.292093051533513,55.21255966942004,1,False,343
2023-05-13 12:53:11.720035,28.40715719265158,31.62072390575797,5,False,212
2023-08-15 12:53:11.722035,9.810871340135554,52.37259792023603,3,False,394
2023-04-29 12:53:11.724033,9.85369872367593,43.89924958844802,5,False,444
2023-08-07 12:53:11.726033,15.236761623611377,48.01333518414459,1,False,17
2023-06-02 12:53:11.729034,28.018952694854658,28.605317383001122,2,False,245
2023-08-11 12:53:11.731033,19.64076977537559,35.618440199880254,1,False,240
2023-06-07 12:53:11.733031,16.197012662908296,69.06843913134108,2,False,479
2023-08-17 12:53:11.735034,22.97727206656177,45.335507821864965,4,False,449
2023-07-01 12:53:11.737033,14.803795826527331,41.05681046353169,2,False,304
2023-05-09 12:53:11.739033,12.994918264193515,57.31656490981425,3,False,490
2023-06-05 12:53:11.741034,17.513089256519518,57.19438737789353,4,False,388
2023-04-30 12:53:11.743032,15.807688802094383,45.514753342519136,5,False,340
2023-05-31 12:53:11.745035,16.76719076515797,39.245688115825615,6,False,241
2023-05-30 12:53:11.747032,8.770781044269246,47.56931686507552,1,False,24
2023-08-18 12:53:11.749045,26.11888314292011,37.06723725191434,4,False,326
2023-04-29 12:53:11.751043,13.18516497865069,51.5773173573069,1,False,445
2023-05-27 12:53:11.753042,21.391123981315083,59.256796289261395,4,False,422
2023-07-13 12:53:11.755042,18.401853988518635,55.82977533793411,6,False,401
2023-08-08 12:53:11.757042,23.3161881687873,50.45300137748148,3,False,259
2023-07-15 12:53:11.759039,26.20758043167822,57.15114897841745,1,False,480
2023-05-03 12:53:11.761043,11.676042883038322,35.11784210162655,6,False,23
2023-06-30 12:53:11.763042,17.961350614763425,54.89704860115321,5,False,106
2023-05-08 12:53:11.766557,28.42255847624363,61.122354051664956,4,False,274
2023-06-30 12:53:11.768559,17.773925085225798,43.925461076809235,3,False,336
2023-05-23 12:53:11.770560,22.918245980187045,62.89463412314696,3,False,351
2023-07-25 12:53:11.773558,12.894017417745474,42.43700591896171,2,False,6
2023-06-21 12:53:11.775559,22.37143487959574,56.29800008659504,5,False,61
2023-07-10 12:53:11.778561,27.87888971409773,45.6930386502404,1,False,49
2023-06-06 12:53:11.782560,25.157447860013818,48.27018309358671,6,False,225
2023-05-14 12:53:11.785560,19.06204519127391,45.930213238180386,4,False,130
2023-06-10 12:53:11.787559,19.001295170070108,65.95480758198244,3,False,235
2023-06-21 12:53:11.790559,23.74877323402002,47.68201171857129,2,False,225
2023-05-08 12:53:11.792560,15.494008148803642,53.135283768458436,5,False,349
2023-08-10 12:53:11.794562,19.527923350690717,38.14075058215815,5,False,491
2023-04-26 12:53:11.796565,29.763069631314945,45.00248732239428,1,False,71
2023-04-30 12:53:11.798560,28.418532366022543,36.83605202599767,6,False,412
2023-05-15 12:53:11.800560,22.495168109906288,44.819934559439595,4,False,1
2023-08-17 12:53:11.802560,22.068773907042875,71.20849106576131,1,False,60
2023-08-14 12:53:11.804562,23.446769940997257,37.066037600147645,4,False,419
2023-07-29 12:53:11.806561,21.180084688725408,52.1276167705537,2,False,287
2023-07-29 12:53:11.808560,18.922854559354196,47.68890026480034,2,False,360
2023-06-14 12:53:11.810560,13.625440450038688,55.130666405797456,3,False,296
2023-08-09 12:53:11.812560,19.29531266945173,61.12704280579521,6,False,214
2023-08-10 12:53:11.814563,16.489567536676866,55.38465249751339,6,False,110
2023-07-06 12:53:11.816560,14.445362430413489,64.42292962105974,6,False,342
2023-07-29 12:53:11.818561,18.234680332194245,49.85537862863197,1,False,210
2023-06-16 12:53:11.820560,20.79716540704716,37.66518265131481,2,False,451
2023-06-24 12:53:11.822560,20.073786917554667,53.66386835090644,6,False,330
2023-05-21 12:53:11.825559,11.575793203636504,58.18356966430897,3,False,451
2023-07-23 12:53:11.827560,15.994683743918987,42.82106475870003,6,False,241
2023-08-04 12:53:11.829561,13.730269628506484,44.49366463161776,3,False,425
2023-08-18 12:53:11.831559,16.29935321152523,24.450760133476813,3,False,425
2023-06-11 12:53:11.833559,11.523540783951482,38.19545235166838,5,False,142
2023-06-11 12:53:11.835562,25.78199672915411,57.8732504404184,5,False,281
2023-05-29 12:53:11.837561,21.343071523484593,54.14087042859081,2,False,114
2023-05-26 12:53:11.839562,25.31927379357861,60.79426247148253,2,False,381
2023-06-08 12:53:11.841562,14.724950330384937,43.83342929736453,4,False,182
2023-05-03 12:53:11.844374,27.33566310787014,63.166822878533836,3,False,91
2023-06-10 12:53:11.848204,21.214779115874496,28.495085477818005,6,False,74
2023-05-31 12:53:11.852002,21.367992423502113,56.37490110886076,5,False,285
2023-05-07 12:53:11.855312,22.36061963207509,32.279966399632386,4,False,253
2023-05-08 12:53:11.858855,23.618016661729733,55.42766512985977,2,False,481
2023-06-18 12:53:11.861854,18.73796172324808,53.13192789742516,4,False,455
2023-07-22 12:53:11.864376,21.89324259027665,56.88627371439798,2,False,31
2023-08-07 12:53:11.866376,8.418770602657746,62.96781185695704,3,False,109
2023-07-22 12:53:11.868377,13.86673763414921,50.09073195093865,3,False,142
2023-06-15 12:53:11.870377,44.709943511543244,40.112440451959216,3,False,194
2023-07-26 12:53:11.872376,27.508278748447005,36.10932996547813,2,False,2
2023-05-11 12:53:11.874376,18.10261778489468,61.41018711894951,6,False,462
2023-06-04 12:53:11.876376,21.33541210862385,42.0799229116067,3,False,490
2023-08-15 12:53:11.878376,23.01129902792657,52.556484538887055,3,False,202
2023-07-03 12:53:11.880372,19.805991113078804,47.476930559966064,5,False,423
2023-06-29 12:53:11.883378,18.05431730232123,54.564439957361365,1,False,246
2023-05-01 12:53:11.885378,18.390302386212593,43.107902568274156,5,False,472
2023-07-30 12:53:11.887376,22.731226636309785,54.78377725581828,6,False,166
2023-08-09 12:53:11.889376,20.94433887023001,54.560581667093906,4,False,454
2023-06-07 12:53:11.891377,24.027413133303348,46.5903377759586,1,False,163
2023-05-27 12:53:11.894378,17.722206241387727,56.98869124967568,4,False,181
2023-05-31 12:53:11.898373,20.05096458084254,43.50920465443593,4,False,162
2023-07-30 12:53:11.901373,11.823153025028475,48.216744556043224,3,False,96
2023-08-11 12:53:11.903373,28.225700454883185,48.275758339231245,5,False,55
2023-08-12 12:53:11.905374,22.751154107152715,42.078135267831264,1,False,321
2023-08-12 12:53:11.908375,21.924818063451895,35.018327829173884,6,False,156
2023-05-15 12:53:11.912387,21.401619990012357,35.563305338084035,5,False,114
2023-07-21 12:53:11.914376,20.514702095276117,38.034833777467085,4,False,415
2023-07-07 12:53:11.916370,14.750709882083406,50.47502181654368,6,False,143
2023-07-12 12:53:11.918372,16.132536980385073,47.29659140246686,5,False,490
2023-06-20 12:53:11.921373,21.510840310403136,52.83945533058546,5,False,75
2023-05-29 12:53:11.923375,22.172401084619114,35.61065806371045,5,False,475
2023-05-08 12:53:11.926371,24.4924905957361,53.65056012609331,2,False,454
2023-06-15 12:53:11.928375,19.22450373846676,42.35529672075987,4,False,28
2023-07-07 12:53:11.930373,8.727447648528672,61.5039200982873,4,False,4
2023-07-30 12:53:11.932373,26.02545808596931,73.25666073985519,4,False,112
2023-08-19 12:53:11.934376,12.711192206318168,53.720389043385204,6,False,325
2023-07-16 12:53:11.936372,15.974693166757627,54.42800611998757,5,False,233
2023-06-15 12:53:11.938373,12.500719688781828,60.28631386317631,6,False,343
2023-07-23 12:53:11.940373,30.629187019033044,50.14396982726857,1,False,97
2023-07-04 12:53:11.942373,20.074597568827624,28.66415125695252,5,False,461
2023-07-30 12:53:11.944372,14.766998424447229,52.81786383910303,2,False,171
2023-06-04 12:53:11.946374,17.58705748037015,48.703429829631716,6,False,396
2023-05-25 12:53:11.948372,17.551142232198735,40.47008623033095,5,False,238
2023-06-27 12:53:11.950379,15.383360552780308,36.90196311668808,5,False,157
2023-06-05 12:53:11.952381,18.713704220163258,48.98975116488165,5,False,6
2023-08-07 12:53:11.954379,20.620186066962155,44.63342778498091,6,False,322
2023-08-06 12:53:11.957379,11.763829778121957,55.74325666817321,3,False,147
2023-08-03 12:53:11.960382,18.12337649161807,54.878785701307436,3,False,281
2023-08-13 12:53:11.963379,14.363493153498634,44.562072627692444,1,False,339
2023-05-19 12:53:11.965893,27.383754352182237,41.79306242425129,2,False,12
2023-05-08 12:53:11.968894,24.552481234103645,54.86094348916787,2,False,254
2023-08-11 12:53:11.971893,24.26277846861633,66.15633881856118,3,False,315
2023-07-16 12:53:11.974894,13.899589306460701,44.84789389345714,2,False,143
2023-05-07 12:53:11.977893,16.36481375355035,50.714123179817896,4,False,208
2023-07-01 12:53:11.979892,15.11137581360465,53.07864166628407,2,False,467
2023-06-25 12:53:11.981895,17.460388506916416,60.642140327823455,6,False,83
2023-07-20 12:53:11.983892,27.42512951222194,65.26043854937573,2,False,137
2023-05-24 12:53:11.985893,20.202523017092034,50.09886965348366,5,False,67
2023-07-31 12:53:11.987908,22.384098834586652,42.24426291823828,1,False,183
2023-06-09 12:53:11.990895,12.69205797104,51.52984099784898,4,False,221
2023-05-04 12:53:11.992893,27.904180898115857,43.48640952747097,5,False,406
2023-08-02 12:53:11.993894,21.84429213840608,45.841357273785476,5,False,383
2023-06-02 12:53:11.996894,15.500265113916974,39.494094747937964,5,False,170
2023-07-28 12:53:11.998895,17.823685181264576,46.8773662763894,5,False,93
2023-07-22 12:53:12.000893,22.069354924743273,31.087233337070348,2,False,430
2023-05-15 12:53:12.002896,22.640693873856687,48.83102695016944,6,False,390
2023-07-07 12:53:12.004893,18.714358677439893,42.88105812540396,3,False,471
2023-06-05 12:53:12.006898,16.29778070685124,58.34954172024667,5,False,53
2023-05-11 12:53:12.008894,26.713714920130034,51.808119187815564,5,False,15
2023-06-09 12:53:12.011895,20.70002328924851,55.93556511893604,2,False,310
2023-07-10 12:53:12.013892,19.992655560110965,67.25867577367399,4,False,312
2023-06-12 12:53:12.016912,20.663786821839135,63.448974122654846,4,False,118
2023-08-20 12:53:12.019893,15.6819538096813,59.85321829807885,3,False,337
2023-07-06 12:53:12.022909,19.757526226378914,49.245622039098436,3,False,379
2023-07-09 12:53:12.024896,17.057803306928136,51.178498604635806,5,False,28
2023-05-26 12:53:12.026895,21.32842486683659,41.013007986859236,5,False,471
2023-07-20 12:53:12.028894,13.62667361066426,58.813337296627594,5,False,218
2023-07-11 12:53:12.031895,17.96854208246453,40.87644622863511,5,False,11
2023-07-02 12:53:12.033902,18.773972777143154,48.02678633939877,5,False,321
2023-06-15 12:53:12.035893,19.03920233651857,85.82692266290138,2,False,205
2023-08-04 12:53:12.038891,20.589654119227518,39.98781466785849,6,False,372
2023-06-29 12:53:12.041894,13.160395397200483,34.47141797914405,6,False,120
2023-07-27 12:53:12.044898,14.627750175175468,34.4146211679223,2,False,76
2023-06-29 12:53:12.046893,21.68965878727743,71.33882436703963,5,False,487
2023-06-21 12:53:12.048899,20.353783459395647,49.786051944216425,4,False,458
2023-08-02 12:53:12.050898,19.666804669129654,52.078801141634315,3,False,78
2023-06-07 12:53:12.052900,21.219977695159177,45.79776844056605,4,False,24
2023-06-21 12:53:12.054899,21.023034237559614,29.950790627256566,2,False,484
2023-07-05 12:53:12.056897,17.61732635465012,61.740289221264284,2,False,137
2023-04-27 12:53:12.058900,22.656918982774094,49.884150667523855,4,False,316
2023-06-30 12:53:12.060897,27.061316784857105,65.07335182776131,5,False,336
2023-08-14 12:53:12.063407,20.066450067126933,64.53481879337184,1,False,396
2023-06-29 12:53:12.065416,23.848620583682834,58.32008365388606,5,False,222
2023-05-16 12:53:12.067414,22.345091762898004,65.02291289077834,3,False,136
2023-08-12 12:53:12.069414,20.054134046846897,43.2678205565207,2,False,71
2023-06-28 12:53:12.071414,20.59657628185065,79.6750247291173,5,False,357
2023-04-28 12:53:12.073421,26.448498968681164,49.147227792770366,3,False,362
2023-06-24 12:53:12.076417,16.100514518626024,49.88122402774195,5,False,403
2023-04-26 12:53:12.079415,30.688256293173545,44.51086405122311,1,False,422
2023-06-18 12:53:12.082415,19.119726043630028,55.96133582628733,5,False,388
2023-05-07 12:53:12.084414,13.72962480077587,42.63489872459679,2,False,241
2023-07-07 12:53:12.086414,24.281266522920276,65.39331623197977,3,False,347
2023-05-05 12:53:12.089417,15.882375799453243,49.95801097606072,4,False,212
2023-08-15 12:53:12.091416,23.001363352392314,56.22902340011666,4,False,152
2023-08-08 12:53:12.093415,19.548054408598766,55.41604566148597,6,False,319
2023-07-15 12:53:12.096416,19.09186684712391,45.66149326705565,3,False,279
2023-05-23 12:53:12.098416,17.493603899613284,51.96522599900472,1,False,214
2023-08-05 12:53:12.100419,18.583257747507503,63.193826621819895,5,False,407
2023-06-25 12:53:12.103421,19.85995856184827,42.31692060044703,2,False,326
2023-05-13 12:53:12.106418,29.661856267181605,41.987971118989364,4,False,36
2023-07-23 12:53:12.109415,16.054118839699058,76.95454411043129,3,False,266
2023-07-23 12:53:12.112417,22.40960680443745,64.49076531974245,4,False,148
2023-05-02 12:53:12.115443,12.742108376413677,49.07886635694886,5,False,447
2023-06-27 12:53:12.118416,28.273986522805703,59.49528090635848,5,False,334
2023-06-01 12:53:12.121415,27.55464614344764,42.60208294253574,1,False,228
2023-08-07 12:53:12.124418,13.76551139476159,43.65329440162313,6,False,6
2023-07-29 12:53:12.126418,16.283316064573288,46.459005099669206,5,False,424
2023-05-14 12:53:12.128415,25.814933389803713,49.25401941895189,4,False,179
2023-05-07 12:53:12.131431,25.089333228783502,61.66023855846782,2,False,487
2023-08-04 12:53:12.134415,24.32411502447025,46.716949542530905,5,False,407
2023-08-11 12:53:12.137422,12.794242271363084,33.81714291824859,4,False,293
2023-05-18 12:53:12.139427,23.599946851283796,53.030432661943195,1,False,228
2023-05-15 12:53:12.141416,23.56476220076948,30.689952036473834,1,False,416
2023-05-03 12:53:12.144417,23.589003180347138,34.7180661859656,3,False,486
2023-06-09 12:53:12.146415,21.55405345593853,45.42504989308456,3,False,202
2023-06-09 12:53:12.148414,29.283735755575435,49.01209189592524,2,False,146
2023-06-19 12:53:12.150421,15.881664041000027,61.122375004160816,2,False,146
2023-07-27 12:53:12.152422,23.961847376557603,44.836841486941424,3,False,464
2023-04-25 12:53:12.154423,23.623401115755815,39.880347035701575,6,False,210
2023-06-23 12:53:12.156422,18.349770756842137,56.424987219558936,6,False,384
2023-07-12 12:53:12.158421,20.363044151325173,43.250076199616466,3,False,47
2023-07-20 12:53:12.160422,19.61211566988533,53.288353795096555,1,False,257
2023-05-17 12:53:12.163424,12.240428630190246,52.08567487897728,2,False,77
2023-05-11 12:53:12.164587,18.308989840747103,38.1086920290542,4,False,308
2023-06-16 12:53:12.167587,27.695114583937553,51.937832456117434,2,False,226
2023-05-31 12:53:12.169584,18.211901712587704,53.16001527985503,1,False,81
2023-07-18 12:53:12.171585,24.73224755279133,48.16631176935231,1,False,468
2023-04-26 12:53:12.174588,14.663816938154438,41.792424033911324,2,False,401
2023-04-30 12:53:12.176588,23.926990646643652,40.206533238181706,5,False,287
2023-05-10 12:53:12.178586,16.517817639575203,25.16251896677455,4,False,264
2023-05-25 12:53:12.180589,14.56979912949472,57.49989158174441,3,False,104
2023-05-17 12:53:12.182587,19.814257176337446,45.16355200111501,5,False,196
2023-05-11 12:53:12.184585,22.134352305014005,45.99540667590181,6,False,108
2023-05-20 12:53:12.186588,22.349588955028103,53.63181182203355,6,False,434
2023-07-18 12:53:12.188587,15.763157936897205,49.384042077795414,1,False,80
2023-07-12 12:53:12.190587,24.717401502580664,49.78424357831742,5,False,471
2023-07-08 12:53:12.193587,24.706059121328952,41.56220335431851,3,False,368
2023-06-28 12:53:12.195588,19.424998061091486,52.10033497865511,4,False,317
2023-05-14 12:53:12.197587,19.982876902221996,49.77802853533191,5,False,183
2023-08-15 12:53:12.199589,18.768873863533766,53.29844638432231,2,False,244
2023-05-09 12:53:12.201588,27.280217671851045,42.177159511781724,3,False,205
2023-07-04 12:53:12.203586,25.899584961782757,46.86722912939028,5,False,233
2023-07-11 12:53:12.207586,18.138642205498567,48.584403854182405,2,False,411
2023-05-10 12:53:12.210586,19.753624440306123,65.45537916117225,4,False,377
2023-05-02 12:53:12.213587,16.29711260091632,55.45115955004231,2,False,336
2023-06-06 12:53:12.217586,21.02127483681368,38.9156128808586,4,False,180
2023-08-19 12:53:12.220589,17.538437155764814,53.687209814564255,2,False,449
2023-06-15 12:53:12.223587,16.56857492240505,44.792209576788686,6,False,397
2023-08-10 12:53:12.225586,25.511260190221627,36.10203866698038,4,False,27
2023-05-25 12:53:12.227585,29.362611228618533,29.810322664419534,5,False,376
2023-08-20 12:53:12.229587,20.24075903603562,41.33520022612443,4,False,195
2023-07-17 12:53:12.231587,16.67942483750001,45.40088350407331,3,False,478
2023-08-05 12:53:12.233588,18.38225118405208,43.16505531664288,1,False,438
2023-05-01 12:53:12.235587,10.637772502364216,51.9392571050629,3,False,440
2023-05-27 12:53:12.237586,24.585261389888874,53.345627839174256,6,False,132
2023-05-07 12:53:12.239588,19.599538619908994,53.17112666839968,4,False,291
2023-06-06 12:53:12.241586,17.851310900549716,65.4819185306458,3,False,226
2023-07-12 12:53:12.243587,25.172489044972668,39.97154363101464,4,False,144
2023-05-02 12:53:12.245597,21.7595627951884,47.325799009967774,1,False,377
2023-08-16 12:53:12.247586,17.33480288366426,54.68484140370688,3,False,333
2023-06-21 12:53:12.249591,16.090771327908953,46.19477942707936,6,False,79
2023-06-10 12:53:12.251593,25.49067258682164,62.77851686343389,1,False,497
2023-07-05 12:53:12.253598,28.534018048536247,47.80905001426577,1,False,14
2023-08-03 12:53:12.256592,24.363676441858697,31.740936090779755,4,False,339
2023-06-17 12:53:12.258594,22.055811691534586,39.01714449267773,1,False,482
2023-05-06 12:53:12.260594,18.198874061673653,48.53924952102421,3,False,369
2023-08-02 12:53:12.262594,22.158955707634256,42.17657100748629,5,False,472
2023-05-05 12:53:12.265040,24.022920559418637,33.41055727041282,1,False,105
2023-08-01 12:53:12.267039,15.993255081113105,71.3577450042331,1,False,113
2023-06-03 12:53:12.269039,24.592420731286737,42.13460719783452,1,False,280
2023-08-13 12:53:12.271043,13.214746224263564,48.29598923630583,6,False,85
2023-05-20 12:53:12.274043,26.44342348395044,34.9565885785951,6,False,259
2023-08-03 12:53:12.276045,9.754766190837225,59.16211336858918,1,False,4
2023-07-28 12:53:12.278039,18.363005381292584,61.88908161308214,2,False,425
2023-07-08 12:53:12.281038,20.292495227252537,39.345161273129925,4,False,295
2023-05-08 12:53:12.283040,20.019432385318073,63.65197074390028,1,False,447
2023-08-16 12:53:12.286039,28.776487966765018,48.459675162858716,3,False,454
2023-08-18 12:53:12.289045,23.696411230047598,38.83192082633826,3,False,177
2023-05-01 12:53:12.291044,24.852918108263644,37.04720579067834,5,False,201
2023-06-21 12:53:12.294038,21.7104891522215,41.96462784677,3,False,417
2023-05-04 12:53:12.296038,26.198918455201053,44.22833908798841,4,False,374
2023-06-23 12:53:12.298040,23.970299753325445,35.30884930807847,3,False,369
2023-07-12 12:53:12.300038,19.371401367912878,61.544660117364565,1,False,232
2023-06-20 12:53:12.302040,21.9675015385844,42.26965782754751,2,False,205
2023-07-18 12:53:12.305038,11.3905231069165,53.42885433670784,6,False,497
2023-06-18 12:53:12.307037,13.650291298036429,47.3708802907253,5,False,442
2023-08-03 12:53:12.309039,21.886686857241614,34.178043726639196,2,False,87
2023-05-03 12:53:12.312039,21.123948177925506,53.71023740366017,1,False,469
2023-06-20 12:53:12.314063,12.911772083692643,47.179159238038444,2,False,77
2023-05-05 12:53:12.316040,12.701404296130216,54.70372012721564,3,False,433
2023-07-09 12:53:12.318039,9.440687498490822,14.561633782952441,6,False,415
2023-08-20 12:53:12.321039,27.494578682980595,52.975962925915724,2,False,432
2023-07-15 12:53:12.323039,22.224404174516735,49.17502882803605,1,False,217
2023-06-25 12:53:12.325037,19.796028624237476,51.41355693346763,6,False,211
2023-08-07 12:53:12.327038,17.578383405636885,37.53082346237635,1,False,340
2023-06-23 12:53:12.329040,27.146300349784376,49.42256080183691,6,False,360
2023-07-18 12:53:12.332039,23.803026365071588,55.29826008804612,3,False,162
2023-08-11 12:53:12.334039,23.90318274559829,47.357424315333574,4,False,170
2023-06-09 12:53:12.336040,22.842269000983904,62.95468144161987,6,False,75
2023-06-24 12:53:12.338038,23.206728493909893,46.832199102313076,2,False,327
2023-04-30 12:53:12.340039,25.442855586741473,43.78073146810924,3,False,473
2023-08-15 12:53:12.343039,23.9455080169498,40.32385776240561,1,False,73
2023-05-21 12:53:12.345039,20.592859254348895,54.73210580963863,3,False,428
2023-07-06 12:53:12.347038,19.077166259683548,45.818165995848666,4,False,25
2023-06-17 12:53:12.349046,27.87191218267552,71.78390327827154,4,False,187
2023-04-30 12:53:12.351406,27.012268198578827,52.08486278375898,3,False,274
2023-06-26 12:53:12.353629,15.58425490075877,39.22021446244378,4,False,64
2023-08-17 12:53:12.355913,21.54460451624634,48.011989523531,5,False,50
2023-05-22 12:53:12.358030,8.437760079767685,37.41453203333637,2,False,330
2023-06-04 12:53:12.359641,27.554979693269296,52.204982401299944,5,False,138
2023-07-14 12:53:12.361853,12.705905047249217,47.01548424584707,5,False,291
2023-07-21 12:53:12.363861,13.134423392580436,67.3527816153928,6,False,370
2023-07-11 12:53:12.365921,15.38811770659871,60.213409486968395,5,False,276
2023-06-20 12:53:12.367921,23.845148512729168,58.20480324546624,5,False,122
2023-06-01 12:53:12.369920,13.420322588742872,61.27044586805796,5,False,441
2023-05-07 12:53:12.370921,23.307483224545,33.314044617235595,1,False,200
2023-07-23 12:53:12.372919,15.364110979013592,54.09564734053643,1,False,422
2023-07-25 12:53:12.374920,18.69605508733764,44.83815878359713,5,False,290
2023-05-03 12:53:12.377918,23.703865974732356,30.86830910799131,1,False,493
2023-04-29 12:53:12.379921,18.106701813065733,35.55241200554028,1,False,206
2023-06-02 12:53:12.381921,13.519133897224265,60.369510003704455,2,False,39
2023-08-14 12:53:12.383918,24.845023545326697,42.97833451852333,1,False,426
2023-07-29 12:53:12.385926,13.025422350721634,59.03937858257447,3,False,327
2023-08-07 12:53:12.387920,18.75171563698783,62.83691210269925,1,False,25
2023-08-18 12:53:12.388920,26.471035693408496,43.33679644013351,3,False,49
2023-05-09 12:53:12.390922,25.549380977628598,47.54641947797172,2,False,155
2023-07-18 12:53:12.392921,17.3301886962517,42.13932514947007,5,False,295
2023-06-08 12:53:12.394921,14.211741906914703,58.03548402654543,1,False,230
2023-06-16 12:53:12.396920,25.662355722603326,54.59424168160107,5,False,329
2023-07-23 12:53:12.398921,21.55394173391443,58.71483677394876,6,False,424
2023-07-04 12:53:12.400921,15.220020134793629,45.230062717505625,5,False,10
2023-05-07 12:53:12.402919,16.812905978915722,36.12622968213577,3,False,72
2023-08-10 12:53:12.405920,18.372453201375706,63.648954291509725,5,False,243
2023-05-11 12:53:12.408934,21.530814212841566,38.81922223468224,6,False,422
2023-05-24 12:53:12.410919,20.262329703759562,52.19912862978112,4,False,31
2023-05-01 12:53:12.412920,19.703095331008804,50.091059782130195,5,False,87
2023-06-17 12:53:12.414920,18.83542772288357,48.71068050943444,6,False,314
2023-04-27 12:53:12.416919,27.803256223337353,43.48683417075544,1,False,282
